utcTimestamp	region	temperature	flag
2015-01-01 13:00:00	103	29.55	1
2015-01-01 13:00:00	104	31.65	1
2015-01-01 14:00:00	101	13.88	1
2015-01-01 14:00:00	102	26.35	1
2015-01-01 14:00:00	103	33.13	1
2015-01-01 14:00:00	104	31.49	1
2015-01-01 15:00:00	101	15.05	1
2015-01-01 15:00:00	102	26.96	1
2015-01-01 15:00:00	103	30.26	1
2015-01-01 15:00:00	104	31.33	1
2015-01-01 16:00:00	101	13.02	1
2015-01-01 16:00:00	102	26.96	1
2015-01-01 16:00:00	103	31.17	1
2015-01-01 16:00:00	104	31.48	1
2015-01-01 17:00:00	101	11.02	1
2015-01-01 17:00:00	102	25.61	1
2015-01-01 17:00:00	103	32.14	1
2015-01-01 17:00:00	104	31.5	1
2015-01-01 18:00:00	101	12.07	1
2015-01-01 18:00:00	102	25.78	1
2015-01-01 18:00:00	103	28.59	1
2015-01-01 18:00:00	104	31.93	1
2015-01-01 19:00:00	101	10.83	1
2015-01-01 19:00:00	102	25.84	1
2015-01-01 19:00:00	103	31.87	1
2015-01-01 19:00:00	104	29.08	1
2015-01-01 20:00:00	101	10	1
2015-01-01 20:00:00	102	26.75	1
2015-01-01 20:00:00	103	29.65	1
2015-01-01 20:00:00	104	29.42	1
2015-01-01 21:00:00	101	7.24	1
2015-01-01 21:00:00	102	23.97	1
2015-01-01 21:00:00	103	32.13	1
2015-01-01 21:00:00	104	29.08	1
2015-01-01 22:00:00	101	6.98	1
2015-01-01 22:00:00	102	22.81	1
2015-01-01 22:00:00	103	31.56	1
2015-01-01 22:00:00	104	30.84	1
2015-01-01 23:00:00	101	6.02	1
2015-01-01 23:00:00	102	25.37	1
2015-01-01 23:00:00	103	31	1
2015-01-01 23:00:00	104	31.34	1
2015-01-02 00:00:00	101	7.51	1
2015-01-02 00:00:00	102	24.68	1
2015-01-02 00:00:00	103	31.96	1
2015-01-02 00:00:00	104	28.91	1
2015-01-02 01:00:00	101	5.8	1
2015-01-02 01:00:00	102	24.46	1
2015-01-02 01:00:00	103	28.84	1
2015-01-02 01:00:00	104	32.11	1
2015-01-02 02:00:00	101	5.85	1
2015-01-02 02:00:00	102	22.94	1
2015-01-02 02:00:00	103	31.08	1
2015-01-02 02:00:00	104	28.97	1
2015-01-02 03:00:00	101	4.81	1
2015-01-02 03:00:00	102	24.47	1
2015-01-02 03:00:00	103	27.6	1
2015-01-02 03:00:00	104	31.09	1
2015-01-02 04:00:00	101	2.22	1
2015-01-02 04:00:00	102	21.81	1
2015-01-02 04:00:00	103	26.93	1
2015-01-02 04:00:00	104	26.43	1
2015-01-02 05:00:00	101	1.52	1
2015-01-02 05:00:00	102	20.83	1
2015-01-02 05:00:00	103	28.63	1
2015-01-02 05:00:00	104	26.91	1
2015-01-02 06:00:00	101	-0.39	1
2015-01-02 06:00:00	102	19.9	1
2015-01-02 06:00:00	103	26.54	1
2015-01-02 06:00:00	104	25.28	1
2015-01-02 07:00:00	101	1.5	1
2015-01-02 07:00:00	102	20.1	1
2015-01-02 07:00:00	103	25.58	1
2015-01-02 07:00:00	104	24.9	1
2015-01-02 08:00:00	101	0.93	1
2015-01-02 08:00:00	102	20.11	1
2015-01-02 08:00:00	103	27.48	1
2015-01-02 08:00:00	104	28.26	1
2015-01-02 09:00:00	101	-0.58	1
2015-01-02 09:00:00	102	20.15	1
2015-01-02 09:00:00	103	26.78	1
2015-01-02 09:00:00	104	28.22	1
2015-01-02 10:00:00	101	0.76	1
2015-01-02 10:00:00	102	17.96	1
2015-01-02 10:00:00	103	24.76	1
2015-01-02 10:00:00	104	27.93	1
2015-01-02 11:00:00	101	2	1
2015-01-02 11:00:00	102	20.64	1
2015-01-02 11:00:00	103	24.74	1
2015-01-02 11:00:00	104	26.17	1
2015-01-02 12:00:00	101	3.3	1
2015-01-02 12:00:00	102	18.82	1
2015-01-02 12:00:00	103	26.99	1
2015-01-02 12:00:00	104	27.62	1
2015-01-02 13:00:00	101	2.22	1
2015-01-02 13:00:00	102	18.53	1
2015-01-02 13:00:00	103	25.66	1
2015-01-02 13:00:00	104	24.09	1
2015-01-02 14:00:00	101	0.04	1
2015-01-02 14:00:00	102	18.99	1
2015-01-02 14:00:00	103	25.16	1
2015-01-02 14:00:00	104	27.15	1
2015-01-02 15:00:00	101	1.99	1
2015-01-02 15:00:00	102	21.04	1
2015-01-02 15:00:00	103	25.82	1
2015-01-02 15:00:00	104	27.09	1
2015-01-02 16:00:00	101	-0.44	1
2015-01-02 16:00:00	102	20.03	1
2015-01-02 16:00:00	103	24.94	1
2015-01-02 16:00:00	104	26.16	1
2015-01-02 17:00:00	101	-1.18	1
2015-01-02 17:00:00	102	18.34	1
2015-01-02 17:00:00	103	24.8	1
2015-01-02 17:00:00	104	23.58	1
2015-01-02 18:00:00	101	0.58	1
2015-01-02 18:00:00	102	16.61	1
2015-01-02 18:00:00	103	23.61	1
2015-01-02 18:00:00	104	24.86	1
2015-01-02 19:00:00	101	-0.97	1
2015-01-02 19:00:00	102	14.87	1
2015-01-02 19:00:00	103	25.12	1
2015-01-02 19:00:00	104	23.77	1
2015-01-02 20:00:00	101	-1.75	1
2015-01-02 20:00:00	102	15.67	1
2015-01-02 20:00:00	103	23.93	1
2015-01-02 20:00:00	104	21.19	1
2015-01-02 21:00:00	101	-1.79	1
2015-01-02 21:00:00	102	14.98	1
2015-01-02 21:00:00	103	22.63	1
2015-01-02 21:00:00	104	21.89	1
2015-01-02 22:00:00	101	-0.93	1
2015-01-02 22:00:00	102	13.07	1
2015-01-02 22:00:00	103	17.4	1
2015-01-02 22:00:00	104	17.89	1
2015-01-02 23:00:00	101	-2.21	1
2015-01-02 23:00:00	102	9.47	1
2015-01-02 23:00:00	103	16.95	1
2015-01-02 23:00:00	104	18.23	1
2015-01-03 00:00:00	101	-5.59	1
2015-01-03 00:00:00	102	9.51	1
2015-01-03 00:00:00	103	15.69	1
2015-01-03 00:00:00	104	15.06	1
2015-01-03 01:00:00	101	-4.13	1
2015-01-03 01:00:00	102	7.46	1
2015-01-03 01:00:00	103	14.04	1
2015-01-03 01:00:00	104	16.86	1
2015-01-03 02:00:00	101	-4.39	1
2015-01-03 02:00:00	102	6.56	1
2015-01-03 02:00:00	103	13.66	1
2015-01-03 02:00:00	104	12.95	1
2015-01-03 03:00:00	101	-4.35	1
2015-01-03 03:00:00	102	6.01	1
2015-01-03 03:00:00	103	12.69	1
2015-01-03 03:00:00	104	10.83	1
2015-01-03 04:00:00	101	-4.95	1
2015-01-03 04:00:00	102	7.56	1
2015-01-03 04:00:00	103	11.99	1
2015-01-03 04:00:00	104	10.82	1
2015-01-03 05:00:00	101	-3.3	1
2015-01-03 05:00:00	102	6.69	1
2015-01-03 05:00:00	103	11.69	1
2015-01-03 05:00:00	104	9.79	1
2015-01-03 06:00:00	101	-5.36	1
2015-01-03 06:00:00	102	5.3	1
2015-01-03 06:00:00	103	7.53	1
2015-01-03 06:00:00	104	10.57	1
2015-01-03 07:00:00	101	-6.15	1
2015-01-03 07:00:00	102	5.03	1
2015-01-03 07:00:00	103	10.14	1
2015-01-03 07:00:00	104	10.07	1
2015-01-03 08:00:00	101	-6.92	1
2015-01-03 08:00:00	102	6.62	1
2015-01-03 08:00:00	103	10.12	1
2015-01-03 08:00:00	104	7.98	1
2015-01-03 09:00:00	101	-4.1	1
2015-01-03 09:00:00	102	6.48	1
2015-01-03 09:00:00	103	8.45	1
2015-01-03 09:00:00	104	8.43	1
2015-01-03 10:00:00	101	-5.86	1
2015-01-03 10:00:00	102	5.31	1
2015-01-03 10:00:00	103	10.71	1
2015-01-03 10:00:00	104	11.47	1
2015-01-03 11:00:00	101	-4.42	1
2015-01-03 11:00:00	102	7.94	1
2015-01-03 11:00:00	103	15.03	1
2015-01-03 11:00:00	104	11.96	1
2015-01-03 12:00:00	101	-0.98	1
2015-01-03 12:00:00	102	8.95	1
2015-01-03 12:00:00	103	14.84	1
2015-01-03 12:00:00	104	13.73	1
2015-01-03 13:00:00	101	-2.62	1
2015-01-03 13:00:00	102	8.69	1
2015-01-03 13:00:00	103	15.17	1
2015-01-03 13:00:00	104	14.99	1
2015-01-03 14:00:00	101	-0.02	1
2015-01-03 14:00:00	102	11.49	1
2015-01-03 14:00:00	103	14.93	1
2015-01-03 14:00:00	104	16.15	1
2015-01-03 15:00:00	101	-0.94	1
2015-01-03 15:00:00	102	12.86	1
2015-01-03 15:00:00	103	16.8	1
2015-01-03 15:00:00	104	16.92	1
2015-01-03 16:00:00	101	-0.88	1
2015-01-03 16:00:00	102	11.81	1
2015-01-03 16:00:00	103	14.13	1
2015-01-03 16:00:00	104	13.58	1
2015-01-03 17:00:00	101	-1.43	1
2015-01-03 17:00:00	102	8.36	1
2015-01-03 17:00:00	103	12.18	1
2015-01-03 17:00:00	104	11.61	1
2015-01-03 18:00:00	101	-1.41	1
2015-01-03 18:00:00	102	7.53	1
2015-01-03 18:00:00	103	11.67	1
2015-01-03 18:00:00	104	13.31	1
2015-01-03 19:00:00	101	-7.11	1
2015-01-03 19:00:00	102	3.87	1
2015-01-03 19:00:00	103	13.11	1
2015-01-03 19:00:00	104	13.46	1
2015-01-03 20:00:00	101	-6.19	1
2015-01-03 20:00:00	102	1.51	1
2015-01-03 20:00:00	103	9.81	1
2015-01-03 20:00:00	104	12.82	1
2015-01-03 21:00:00	101	-7.84	1
2015-01-03 21:00:00	102	-0.11	1
2015-01-03 21:00:00	103	8.83	1
2015-01-03 21:00:00	104	9.16	1
2015-01-03 22:00:00	101	-11.53	1
2015-01-03 22:00:00	102	1.58	1
2015-01-03 22:00:00	103	7.48	1
2015-01-03 22:00:00	104	8.38	1
2015-01-03 23:00:00	101	-9.95	1
2015-01-03 23:00:00	102	0.44	1
2015-01-03 23:00:00	103	8.02	1
2015-01-03 23:00:00	104	6.71	1
2015-01-04 00:00:00	101	-10.2	1
2015-01-04 00:00:00	102	1.9	1
2015-01-04 00:00:00	103	8.35	1
2015-01-04 00:00:00	104	8.65	1
2015-01-04 01:00:00	101	-9.52	1
2015-01-04 01:00:00	102	-0.84	1
2015-01-04 01:00:00	103	7.99	1
2015-01-04 01:00:00	104	9.58	1
2015-01-04 02:00:00	101	-7.78	1
2015-01-04 02:00:00	102	3.69	1
2015-01-04 02:00:00	103	4.62	1
2015-01-04 02:00:00	104	4.7	1
2015-01-04 03:00:00	101	-5.45	1
2015-01-04 03:00:00	102	2.37	1
2015-01-04 03:00:00	103	4.81	1
2015-01-04 03:00:00	104	6.84	1
2015-01-04 04:00:00	101	-6.04	1
2015-01-04 04:00:00	102	4.02	1
2015-01-04 04:00:00	103	4.3	1
2015-01-04 04:00:00	104	4.65	1
2015-01-04 05:00:00	101	-1.1	1
2015-01-04 05:00:00	102	6.23	1
2015-01-04 05:00:00	103	5.51	1
2015-01-04 05:00:00	104	3.25	1
2015-01-04 06:00:00	101	-0.88	1
2015-01-04 06:00:00	102	5.44	1
2015-01-04 06:00:00	103	4.47	1
2015-01-04 06:00:00	104	4.19	1
2015-01-04 07:00:00	101	1.96	1
2015-01-04 07:00:00	102	4.81	1
2015-01-04 07:00:00	103	6.7	1
2015-01-04 07:00:00	104	7.09	1
2015-01-04 08:00:00	101	3.7	1
2015-01-04 08:00:00	102	5.86	1
2015-01-04 08:00:00	103	6.28	1
2015-01-04 08:00:00	104	5.78	1
2015-01-04 09:00:00	101	3.89	1
2015-01-04 09:00:00	102	11.38	1
2015-01-04 09:00:00	103	12.88	1
2015-01-04 09:00:00	104	12.34	1
2015-01-04 10:00:00	101	10.83	1
2015-01-04 10:00:00	102	13.36	1
2015-01-04 10:00:00	103	14.71	1
2015-01-04 10:00:00	104	15.15	1
2015-01-04 11:00:00	101	13.81	1
2015-01-04 11:00:00	102	18.59	1
2015-01-04 11:00:00	103	18.56	1
2015-01-04 11:00:00	104	19.83	1
2015-01-04 12:00:00	101	17.82	1
2015-01-04 12:00:00	102	20.13	1
2015-01-04 12:00:00	103	23.88	1
2015-01-04 12:00:00	104	21.79	1
2015-01-04 13:00:00	101	18.91	1
2015-01-04 13:00:00	102	23.71	1
2015-01-04 13:00:00	103	23.27	1
2015-01-04 13:00:00	104	22.12	1
2015-01-04 14:00:00	101	25.14	1
2015-01-04 14:00:00	102	22.85	1
2015-01-04 14:00:00	103	26.98	1
2015-01-04 14:00:00	104	23.11	1
2015-01-04 15:00:00	101	23.29	1
2015-01-04 15:00:00	102	27.33	1
2015-01-04 15:00:00	103	24.34	1
2015-01-04 15:00:00	104	25.61	1
2015-01-04 16:00:00	101	25.05	1
2015-01-04 16:00:00	102	24.75	1
2015-01-04 16:00:00	103	26.46	1
2015-01-04 16:00:00	104	27.11	1
2015-01-04 17:00:00	101	23.09	1
2015-01-04 17:00:00	102	23.47	1
2015-01-04 17:00:00	103	25.14	1
2015-01-04 17:00:00	104	24.14	1
2015-01-04 18:00:00	101	21.72	1
2015-01-04 18:00:00	102	22.99	1
2015-01-04 18:00:00	103	22.66	1
2015-01-04 18:00:00	104	22.83	1
2015-01-04 19:00:00	101	22.45	1
2015-01-04 19:00:00	102	25.69	1
2015-01-04 19:00:00	103	21.17	1
2015-01-04 19:00:00	104	24.42	1
2015-01-04 20:00:00	101	22.83	1
2015-01-04 20:00:00	102	21.69	1
2015-01-04 20:00:00	103	24.64	1
2015-01-04 20:00:00	104	23.89	1
2015-01-04 21:00:00	101	20.68	1
2015-01-04 21:00:00	102	22.35	1
2015-01-04 21:00:00	103	25.54	1
2015-01-04 21:00:00	104	22.93	1
2015-01-04 22:00:00	101	21.57	1
2015-01-04 22:00:00	102	20.15	1
2015-01-04 22:00:00	103	23.22	1
2015-01-04 22:00:00	104	24.24	1
2015-01-04 23:00:00	101	20.08	1
2015-01-04 23:00:00	102	20.4	1
2015-01-04 23:00:00	103	21.9	1
2015-01-04 23:00:00	104	22.78	1
2015-01-05 00:00:00	101	19.49	1
2015-01-05 00:00:00	102	20.65	1
2015-01-05 00:00:00	103	18.54	1
2015-01-05 00:00:00	104	19.11	1
2015-01-05 01:00:00	101	19.25	1
2015-01-05 01:00:00	102	21.31	1
2015-01-05 01:00:00	103	19.35	1
2015-01-05 01:00:00	104	20.32	1
2015-01-05 02:00:00	101	20.16	1
2015-01-05 02:00:00	102	17.62	1
2015-01-05 02:00:00	103	18.01	1
2015-01-05 02:00:00	104	16.58	1
2015-01-05 03:00:00	101	18.2	1
2015-01-05 03:00:00	102	19.31	1
2015-01-05 03:00:00	103	19.15	1
2015-01-05 03:00:00	104	19.39	1
2015-01-05 04:00:00	101	20.46	1
2015-01-05 04:00:00	102	17.38	1
2015-01-05 04:00:00	103	12.81	1
2015-01-05 04:00:00	104	15.68	1
2015-01-05 05:00:00	101	17.46	1
2015-01-05 05:00:00	102	17.49	1
2015-01-05 05:00:00	103	17.69	1
2015-01-05 05:00:00	104	20.29	1
2015-01-05 06:00:00	101	18.79	1
2015-01-05 06:00:00	102	14.96	1
2015-01-05 06:00:00	103	19.46	1
2015-01-05 06:00:00	104	18.32	1
2015-01-05 07:00:00	101	18.19	1
2015-01-05 07:00:00	102	17.91	1
2015-01-05 07:00:00	103	23.7	1
2015-01-05 07:00:00	104	22.92	1
2015-01-05 08:00:00	101	16.24	1
2015-01-05 08:00:00	102	18.3	1
2015-01-05 08:00:00	103	24.19	1
2015-01-05 08:00:00	104	25.25	1
2015-01-05 09:00:00	101	17.64	1
2015-01-05 09:00:00	102	21.33	1
2015-01-05 09:00:00	103	26.96	1
2015-01-05 09:00:00	104	26.31	1
2015-01-05 10:00:00	101	24.17	1
2015-01-05 10:00:00	102	25.59	1
2015-01-05 10:00:00	103	28.76	1
2015-01-05 10:00:00	104	27.26	1
2015-01-05 11:00:00	101	27.47	1
2015-01-05 11:00:00	102	28.15	1
2015-01-05 11:00:00	103	27.63	1
2015-01-05 11:00:00	104	29.18	1
2015-01-05 12:00:00	101	26.05	1
2015-01-05 12:00:00	102	29.75	1
2015-01-05 12:00:00	103	30.23	1
2015-01-05 12:00:00	104	31.75	1
2015-01-05 13:00:00	101	29.22	1
2015-01-05 13:00:00	102	32.84	1
2015-01-05 13:00:00	103	31.93	1
2015-01-05 13:00:00	104	29.48	1
2015-01-05 14:00:00	101	32.37	1
2015-01-05 14:00:00	102	33.46	1
2015-01-05 14:00:00	103	32.7	1
2015-01-05 14:00:00	104	33.48	1
2015-01-05 15:00:00	101	30.5	1
2015-01-05 15:00:00	102	33.06	1
2015-01-05 15:00:00	103	34.49	1
2015-01-05 15:00:00	104	34.59	1
2015-01-05 16:00:00	101	34.27	1
2015-01-05 16:00:00	102	34.19	1
2015-01-05 16:00:00	103	33.87	1
2015-01-05 16:00:00	104	32.89	1
2015-01-05 17:00:00	101	31.98	1
2015-01-05 17:00:00	102	33.16	1
2015-01-05 17:00:00	103	33.48	1
2015-01-05 17:00:00	104	34.53	1
2015-01-05 18:00:00	101	34.14	1
2015-01-05 18:00:00	102	35.26	1
2015-01-05 18:00:00	103	34.68	1
2015-01-05 18:00:00	104	36.59	1
2015-01-05 19:00:00	101	32.11	1
2015-01-05 19:00:00	102	34.68	1
2015-01-05 19:00:00	103	36.16	1
2015-01-05 19:00:00	104	35.6	1
2015-01-05 20:00:00	101	35.86	1
2015-01-05 20:00:00	102	36.82	1
2015-01-05 20:00:00	103	39.65	1
2015-01-05 20:00:00	104	37.27	1
2015-01-05 21:00:00	101	35.39	1
2015-01-05 21:00:00	102	38	1
2015-01-05 21:00:00	103	39.99	1
2015-01-05 21:00:00	104	40.69	1
2015-01-05 22:00:00	101	38.64	1
2015-01-05 22:00:00	102	37.98	1
2015-01-05 22:00:00	103	42.29	1
2015-01-05 22:00:00	104	39.5	1
2015-01-05 23:00:00	101	37.17	1
2015-01-05 23:00:00	102	40.77	1
2015-01-05 23:00:00	103	44.08	1
2015-01-05 23:00:00	104	44.43	1
2015-01-06 00:00:00	101	41.7	1
2015-01-06 00:00:00	102	47	1
2015-01-06 00:00:00	103	45.67	1
2015-01-06 00:00:00	104	45.31	1
2015-01-06 01:00:00	101	41.72	1
2015-01-06 01:00:00	102	46.63	1
2015-01-06 01:00:00	103	49.47	1
2015-01-06 01:00:00	104	49.25	1
2015-01-06 02:00:00	101	40.2	1
2015-01-06 02:00:00	102	48.93	1
2015-01-06 02:00:00	103	49.12	1
2015-01-06 02:00:00	104	49.09	1
2015-01-06 03:00:00	101	42.61	1
2015-01-06 03:00:00	102	48.73	1
2015-01-06 03:00:00	103	50.51	1
2015-01-06 03:00:00	104	51.37	1
2015-01-06 04:00:00	101	43.13	1
2015-01-06 04:00:00	102	50.64	1
2015-01-06 04:00:00	103	50.64	1
2015-01-06 04:00:00	104	50.89	1
2015-01-06 05:00:00	101	45.76	1
2015-01-06 05:00:00	102	51.23	1
2015-01-06 05:00:00	103	53.33	1
2015-01-06 05:00:00	104	52.98	1
2015-01-06 06:00:00	101	43.51	1
2015-01-06 06:00:00	102	49.5	1
2015-01-06 06:00:00	103	50.82	1
2015-01-06 06:00:00	104	51.86	1
2015-01-06 07:00:00	101	44.96	1
2015-01-06 07:00:00	102	50.4	1
2015-01-06 07:00:00	103	53.92	1
2015-01-06 07:00:00	104	54.1	1
2015-01-06 08:00:00	101	42.92	1
2015-01-06 08:00:00	102	46.33	1
2015-01-06 08:00:00	103	52.78	1
2015-01-06 08:00:00	104	53.45	1
2015-01-06 09:00:00	101	45.96	1
2015-01-06 09:00:00	102	42.08	1
2015-01-06 09:00:00	103	51.23	1
2015-01-06 09:00:00	104	53.33	1
2015-01-06 10:00:00	101	39.52	1
2015-01-06 10:00:00	102	39.68	1
2015-01-06 10:00:00	103	48.38	1
2015-01-06 10:00:00	104	48.86	1
2015-01-06 11:00:00	101	37.56	1
2015-01-06 11:00:00	102	38.32	1
2015-01-06 11:00:00	103	46.1	1
2015-01-06 11:00:00	104	48.41	1
2015-01-06 12:00:00	101	33.33	1
2015-01-06 12:00:00	102	40.02	1
2015-01-06 12:00:00	103	47.46	1
2015-01-06 12:00:00	104	46.34	1
2015-01-06 13:00:00	101	34.71	1
2015-01-06 13:00:00	102	35.82	1
2015-01-06 13:00:00	103	43.34	1
2015-01-06 13:00:00	104	44.02	1
2015-01-06 14:00:00	101	30.5	1
2015-01-06 14:00:00	102	36.32	1
2015-01-06 14:00:00	103	42.16	1
2015-01-06 14:00:00	104	40.74	1
2015-01-06 15:00:00	101	30.49	1
2015-01-06 15:00:00	102	32.97	1
2015-01-06 15:00:00	103	37.73	1
2015-01-06 15:00:00	104	40.08	1
2015-01-06 16:00:00	101	27.14	1
2015-01-06 16:00:00	102	32.7	1
2015-01-06 16:00:00	103	38.53	1
2015-01-06 16:00:00	104	38.33	1
2015-01-06 17:00:00	101	27.42	1
2015-01-06 17:00:00	102	29.62	1
2015-01-06 17:00:00	103	38.49	1
2015-01-06 17:00:00	104	39.04	1
2015-01-06 18:00:00	101	25.89	1
2015-01-06 18:00:00	102	30.57	1
2015-01-06 18:00:00	103	37.68	1
2015-01-06 18:00:00	104	38.24	1
2015-01-06 19:00:00	101	22.07	1
2015-01-06 19:00:00	102	25.52	1
2015-01-06 19:00:00	103	33.54	1
2015-01-06 19:00:00	104	34.72	1
2015-01-06 20:00:00	101	19.59	1
2015-01-06 20:00:00	102	24.19	1
2015-01-06 20:00:00	103	34.7	1
2015-01-06 20:00:00	104	35.81	1
2015-01-06 21:00:00	101	20.28	1
2015-01-06 21:00:00	102	22.43	1
2015-01-06 21:00:00	103	35.17	1
2015-01-06 21:00:00	104	34.48	1
2015-01-06 22:00:00	101	18.09	1
2015-01-06 22:00:00	102	18.8	1
2015-01-06 22:00:00	103	29.43	1
2015-01-06 22:00:00	104	32.01	1
2015-01-06 23:00:00	101	16.72	1
2015-01-06 23:00:00	102	14.48	1
2015-01-06 23:00:00	103	27.32	1
2015-01-06 23:00:00	104	27.45	1
2015-01-07 00:00:00	101	12.54	1
2015-01-07 00:00:00	102	12.55	1
2015-01-07 00:00:00	103	22.62	1
2015-01-07 00:00:00	104	22.44	1
2015-01-07 01:00:00	101	10.12	1
2015-01-07 01:00:00	102	8.29	1
2015-01-07 01:00:00	103	20.11	1
2015-01-07 01:00:00	104	18.1	1
2015-01-07 02:00:00	101	9.39	1
2015-01-07 02:00:00	102	6.62	1
2015-01-07 02:00:00	103	14.41	1
2015-01-07 02:00:00	104	16.23	1
2015-01-07 03:00:00	101	6.91	1
2015-01-07 03:00:00	102	6.62	1
2015-01-07 03:00:00	103	11.33	1
2015-01-07 03:00:00	104	11.72	1
2015-01-07 04:00:00	101	5.86	1
2015-01-07 04:00:00	102	5.6	1
2015-01-07 04:00:00	103	10.26	1
2015-01-07 04:00:00	104	12.91	1
2015-01-07 05:00:00	101	3.86	1
2015-01-07 05:00:00	102	3.18	1
2015-01-07 05:00:00	103	8.39	1
2015-01-07 05:00:00	104	9.28	1
2015-01-07 06:00:00	101	2.81	1
2015-01-07 06:00:00	102	3.64	1
2015-01-07 06:00:00	103	7.26	1
2015-01-07 06:00:00	104	8.71	1
2015-01-07 07:00:00	101	5.69	1
2015-01-07 07:00:00	102	0.55	1
2015-01-07 07:00:00	103	5.82	1
2015-01-07 07:00:00	104	7.05	1
2015-01-07 08:00:00	101	2.53	1
2015-01-07 08:00:00	102	0.26	1
2015-01-07 08:00:00	103	6.4	1
2015-01-07 08:00:00	104	8.68	1
2015-01-07 09:00:00	101	5.43	1
2015-01-07 09:00:00	102	0.32	1
2015-01-07 09:00:00	103	5.83	1
2015-01-07 09:00:00	104	7.33	1
2015-01-07 10:00:00	101	4.89	1
2015-01-07 10:00:00	102	4.24	1
2015-01-07 10:00:00	103	5.96	1
2015-01-07 10:00:00	104	5.86	1
2015-01-07 11:00:00	101	4.73	1
2015-01-07 11:00:00	102	4.76	1
2015-01-07 11:00:00	103	6.11	1
2015-01-07 11:00:00	104	9.44	1
2015-01-07 12:00:00	101	7.32	1
2015-01-07 12:00:00	102	5.78	1
2015-01-07 12:00:00	103	6.82	1
2015-01-07 12:00:00	104	6.69	1
2015-01-07 13:00:00	101	8.34	1
2015-01-07 13:00:00	102	6.06	1
2015-01-07 13:00:00	103	9.48	1
2015-01-07 13:00:00	104	7.72	1
2015-01-07 14:00:00	101	5.1	1
2015-01-07 14:00:00	102	4.95	1
2015-01-07 14:00:00	103	9.42	1
2015-01-07 14:00:00	104	12.03	1
2015-01-07 15:00:00	101	8.08	1
2015-01-07 15:00:00	102	6.87	1
2015-01-07 15:00:00	103	12.48	1
2015-01-07 15:00:00	104	11.38	1
2015-01-07 16:00:00	101	7.29	1
2015-01-07 16:00:00	102	8.27	1
2015-01-07 16:00:00	103	11.78	1
2015-01-07 16:00:00	104	10.94	1
2015-01-07 17:00:00	101	5.5	1
2015-01-07 17:00:00	102	5.84	1
2015-01-07 17:00:00	103	9.18	1
2015-01-07 17:00:00	104	8.64	1
2015-01-07 18:00:00	101	4.17	1
2015-01-07 18:00:00	102	6.14	1
2015-01-07 18:00:00	103	10.5	1
2015-01-07 18:00:00	104	10.12	1
2015-01-07 19:00:00	101	5.2	1
2015-01-07 19:00:00	102	7.47	1
2015-01-07 19:00:00	103	9.78	1
2015-01-07 19:00:00	104	9.81	1
2015-01-07 20:00:00	101	6.82	1
2015-01-07 20:00:00	102	6.82	1
2015-01-07 20:00:00	103	10.88	1
2015-01-07 20:00:00	104	8.86	1
2015-01-07 21:00:00	101	5.77	1
2015-01-07 21:00:00	102	5.75	1
2015-01-07 21:00:00	103	9.35	1
